"No.","Time","Source","Destination","Length","Info","tcp_dstport","tcp_srcport","udp_dstport","udp_srcport","Protocol","sport","dport"
"598","20.289006000","173.194.207.127","128.119.247.197","110","Binding Success Response user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG XOR-MAPPED-ADDRESS: 128.119.247.197:49949","49949","19305","49949","19305","STUN","19305","49949"
"599","20.318103000","128.119.247.197","173.194.207.127","85","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"601","20.438369000","128.119.247.197","173.194.207.127","85","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"602","20.528013000","128.119.247.197","173.194.207.127","85","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"603","20.578340000","173.194.207.127","128.119.247.197","98","Binding Request user: Ia1b7iIgyrYicXIGMAWNlCedXTtPEzCW","49949","19305","49949","19305","STUN","19305","49949"
"604","20.578631000","128.119.247.197","173.194.207.127","110","Binding Success Response MAPPED-ADDRESS: 173.194.207.127:19305 user: Ia1b7iIgyrYicXIGMAWNlCedXTtPEzCW","19305","49949","19305","49949","STUN","49949","19305"
"605","20.618468000","128.119.247.197","173.194.207.127","85","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"640","20.739723000","128.119.247.197","173.194.207.127","85","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"642","20.748501000","128.119.247.197","173.194.207.127","98","Binding Request user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG","19305","49949","19305","49949","STUN","49949","19305"
"643","20.769171000","173.194.207.127","128.119.247.197","110","Binding Success Response user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG XOR-MAPPED-ADDRESS: 128.119.247.197:49949","49949","19305","49949","19305","STUN","19305","49949"
"651","20.829664000","128.119.247.197","173.194.207.127","85","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"670","20.918682000","128.119.247.197","173.194.207.127","85","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"672","21.038323000","128.119.247.197","173.194.207.127","85","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"673","21.127825000","128.119.247.197","173.194.207.127","85","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"674","21.221094000","128.119.247.197","173.194.207.127","85","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"675","21.228618000","128.119.247.197","173.194.207.127","98","Binding Request user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG","19305","49949","19305","49949","STUN","49949","19305"
"676","21.249280000","173.194.207.127","128.119.247.197","110","Binding Success Response user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG XOR-MAPPED-ADDRESS: 128.119.247.197:49949","49949","19305","49949","19305","STUN","19305","49949"
"677","21.339934000","128.119.247.197","173.194.207.127","85","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"678","21.430309000","128.119.247.197","173.194.207.127","85","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"684","21.481521000","128.119.247.197","173.194.207.127","64","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"689","21.518553000","128.119.247.197","173.194.207.127","85","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"705","21.577681000","173.194.207.127","128.119.247.197","98","Binding Request user: Ia1b7iIgyrYicXIGMAWNlCedXTtPEzCW","49949","19305","49949","19305","STUN","19305","49949"
"706","21.578340000","128.119.247.197","173.194.207.127","110","Binding Success Response MAPPED-ADDRESS: 173.194.207.127:19305 user: Ia1b7iIgyrYicXIGMAWNlCedXTtPEzCW","19305","49949","19305","49949","STUN","49949","19305"
"707","21.641176000","128.119.247.197","173.194.207.127","85","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"708","21.708793000","128.119.247.197","173.194.207.127","98","Binding Request user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG","19305","49949","19305","49949","STUN","49949","19305"
"709","21.729541000","173.194.207.127","128.119.247.197","110","Binding Success Response user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG XOR-MAPPED-ADDRESS: 128.119.247.197:49949","49949","19305","49949","19305","STUN","19305","49949"
"710","21.730771000","128.119.247.197","173.194.207.127","85","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"712","21.818451000","128.119.247.197","173.194.207.127","85","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"717","21.939734000","128.119.247.197","173.194.207.127","85","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"724","21.968084000","128.119.247.197","173.194.207.127","144","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"725","21.990508000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"730","22.008992000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"735","22.031129000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"736","22.050932000","128.119.247.197","173.194.207.127","144","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"737","22.069837000","128.119.247.197","173.194.207.127","154","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"744","22.093745000","128.119.247.197","173.194.207.127","143","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"745","22.109918000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"746","22.132313000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"747","22.148526000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"748","22.170771000","128.119.247.197","173.194.207.127","155","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"749","22.189026000","128.119.247.197","173.194.207.127","98","Binding Request user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG","19305","49949","19305","49949","STUN","49949","19305"
"750","22.190844000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"752","22.209526000","173.194.207.127","128.119.247.197","110","Binding Success Response user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG XOR-MAPPED-ADDRESS: 128.119.247.197:49949","49949","19305","49949","19305","STUN","19305","49949"
"753","22.210385000","128.119.247.197","173.194.207.127","152","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"754","22.229340000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"755","22.250574000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"757","22.269213000","128.119.247.197","173.194.207.127","155","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"758","22.291798000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"759","22.312220000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"760","22.330161000","128.119.247.197","173.194.207.127","144","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"761","22.350434000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"762","22.371492000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"763","22.391385000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"764","22.412114000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"765","22.433147000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"766","22.451471000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"768","22.471418000","128.119.247.197","173.194.207.127","153","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"769","22.492415000","128.119.247.197","173.194.207.127","151","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"770","22.511400000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"771","22.532318000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"772","22.552980000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"773","22.571772000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"774","22.578181000","173.194.207.127","128.119.247.197","98","Binding Request user: Ia1b7iIgyrYicXIGMAWNlCedXTtPEzCW","49949","19305","49949","19305","STUN","19305","49949"
"775","22.578546000","128.119.247.197","173.194.207.127","110","Binding Success Response MAPPED-ADDRESS: 173.194.207.127:19305 user: Ia1b7iIgyrYicXIGMAWNlCedXTtPEzCW","19305","49949","19305","49949","STUN","49949","19305"
"776","22.591540000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"777","22.612086000","128.119.247.197","173.194.207.127","151","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"778","22.632828000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"779","22.651237000","128.119.247.197","173.194.207.127","143","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"780","22.669304000","128.119.247.197","173.194.207.127","98","Binding Request user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG","19305","49949","19305","49949","STUN","49949","19305"
"781","22.671778000","128.119.247.197","173.194.207.127","143","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"782","22.690484000","173.194.207.127","128.119.247.197","110","Binding Success Response user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG XOR-MAPPED-ADDRESS: 128.119.247.197:49949","49949","19305","49949","19305","STUN","19305","49949"
"783","22.691059000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"784","22.711601000","128.119.247.197","173.194.207.127","154","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"785","22.711746000","128.119.247.197","173.194.207.127","64","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"786","22.731194000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"787","22.751403000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"788","22.770278000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"789","22.791750000","128.119.247.197","173.194.207.127","143","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"790","22.811825000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"791","22.832258000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"792","22.852792000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"794","22.871345000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"795","22.890458000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"796","22.909550000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"797","22.930679000","128.119.247.197","173.194.207.127","154","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"798","22.951882000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"799","22.972111000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"800","22.990293000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"801","23.011330000","128.119.247.197","173.194.207.127","142","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"802","23.013124000","173.194.207.127","128.119.247.197","88","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"803","23.028197000","128.119.247.197","173.194.207.127","141","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"804","23.049004000","128.119.247.197","173.194.207.127","144","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"805","23.071437000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"806","23.091625000","128.119.247.197","173.194.207.127","152","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"807","23.110523000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"808","23.132521000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"809","23.149505000","128.119.247.197","173.194.207.127","98","Binding Request user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG","19305","49949","19305","49949","STUN","49949","19305"
"810","23.152664000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
